epoch	batch	iter	loss	acc	lr
1	1	1	2.88405704498291	8.0	1e-06
1	2	2	2.509993076324463	8.0	1e-06
1	3	3	2.695909023284912	10.0	1e-06
1	4	4	2.9868228435516357	2.0	1e-06
1	5	5	2.975665807723999	4.0	1e-06
1	6	6	2.0563039779663086	52.0	1e-06
1	7	7	2.3980560302734375	4.0	1e-06
1	8	8	3.833385944366455	2.0	1e-06
1	9	9	2.837681770324707	4.0	1e-06
1	10	10	2.3846795558929443	4.0	1e-06
1	11	11	3.623483657836914	0.0	1e-06
2	1	12	2.0845091342926025	52.0	1e-06
2	2	13	2.0077645778656006	44.0	1e-06
2	3	14	3.465662956237793	0.0	1e-06
2	4	15	2.387437343597412	10.0	1e-06
2	5	16	2.793381452560425	4.0	1e-06
2	6	17	3.460502862930298	12.0	1e-06
2	7	18	2.0957796573638916	34.0	1e-06
2	8	19	2.244593381881714	40.0	1e-06
2	9	20	2.5701546669006348	4.0	1e-06
2	10	21	2.9596054553985596	2.0	1e-06
2	11	22	1.9770939350128174	47.36842105263158	1e-06
3	1	23	2.7528653144836426	2.0	1e-06
3	2	24	3.208857774734497	4.0	1e-06
3	3	25	2.4054696559906006	8.0	1e-06
3	4	26	2.319113254547119	2.0	1e-06
3	5	27	2.3830225467681885	0.0	1e-06
3	6	28	2.7441060543060303	4.0	1e-06
3	7	29	2.0894148349761963	50.0	1e-06
3	8	30	3.062669277191162	2.0	1e-06
3	9	31	3.1578869819641113	6.0	1e-06
3	10	32	3.3002266883850098	0.0	1e-06
3	11	33	2.5799310207366943	5.2631578947368425	1e-06
4	1	34	2.9160823822021484	6.0	1e-06
4	2	35	2.428687572479248	8.0	1e-06
4	3	36	2.3468101024627686	6.0	1e-06
4	4	37	3.3020763397216797	4.0	1e-06
4	5	38	2.4120800495147705	22.0	1e-06
4	6	39	2.3231201171875	16.0	1e-06
4	7	40	3.281813621520996	4.0	1e-06
4	8	41	2.5619659423828125	4.0	1e-06
4	9	42	2.0795867443084717	40.0	1e-06
4	10	43	1.954344630241394	46.0	1e-06
4	11	44	1.7354636192321777	57.89473684210526	1e-06
5	1	45	3.1966769695281982	2.0	1e-06
5	2	46	2.751356601715088	12.0	1e-06
5	3	47	2.4774892330169678	8.0	1e-06
5	4	48	1.8289647102355957	52.0	1e-06
5	5	49	1.9513827562332153	44.0	1e-06
5	6	50	2.382093906402588	2.0	1e-06
5	7	51	2.278663158416748	8.0	1e-06
